params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=1048576,fp32,0.0024,0.0023,0.0031,1.04,0.77,1.3478,0.0027,0.88,0.0223,0.0238,0.94
n=2097152,fp32,0.0030,0.0030,0.0031,1.02,0.98,1.0333,0.0032,0.95,0.0324,0.0318,1.02
n=3145728,fp32,0.0041,0.0038,0.0040,1.07,1.03,1.0526,0.0041,0.99,0.0426,0.0409,1.04
n=4194304,fp32,0.0054,0.0054,0.0052,1.00,1.05,0.9630,0.0054,0.99,0.0528,0.0498,1.06
n=5242880,fp32,0.0065,0.0066,0.0063,0.99,1.02,0.9545,0.0066,0.98,0.0627,0.0584,1.07
n=6291456,fp32,0.0080,0.0079,0.0078,1.02,1.02,0.9873,0.0079,1.01,0.0726,0.0670,1.08
n=7340032,fp32,0.0093,0.0090,0.0092,1.04,1.02,1.0222,0.0093,1.00,0.0826,0.0770,1.07
n=8388608,fp32,0.0108,0.0101,0.0102,1.06,1.06,1.0099,0.0108,1.00,0.0925,0.0857,1.08
n=9437184,fp32,0.0113,0.0112,0.0110,1.01,1.02,0.9821,0.0115,0.98,0.1024,0.0949,1.08
n=10485760,fp32,0.0125,0.0120,0.0122,1.04,1.03,1.0167,0.0124,1.01,0.1123,0.1040,1.08
n=11534336,fp32,0.0139,0.0137,0.0132,1.02,1.05,0.9635,0.0141,0.98,0.1222,0.1128,1.08
n=12582912,fp32,0.0144,0.0143,0.0141,1.01,1.02,0.9860,0.0145,0.99,0.1322,0.1221,1.08
n=13631488,fp32,0.0154,0.0151,0.0147,1.02,1.04,0.9735,0.0155,1.00,0.1421,0.1309,1.09
n=14680064,fp32,0.0159,0.0159,0.0157,1.00,1.01,0.9874,0.0160,0.99,0.1519,0.1397,1.09
n=15728640,fp32,0.0170,0.0169,0.0166,1.01,1.02,0.9822,0.0172,0.99,0.1618,0.1525,1.06
n=16777216,fp32,0.0177,0.0183,0.0174,0.96,1.01,0.9508,0.0179,0.99,0.1720,0.1629,1.06
n=17825792,fp32,0.0189,0.0188,0.0187,1.01,1.01,0.9947,0.0188,1.00,0.1817,0.1693,1.07
n=18874368,fp32,0.0197,0.0196,0.0194,1.00,1.02,0.9898,0.0203,0.97,0.1916,0.1807,1.06
n=19922944,fp32,0.0206,0.0208,0.0201,0.99,1.02,0.9663,0.0205,1.00,0.2015,0.1887,1.07
n=20971520,fp32,0.0217,0.0217,0.0217,1.00,1.00,1.0000,0.0225,0.96,0.2114,0.2017,1.05
