params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile
N=1024,fp16,0.0047,0.0026,0.0028,1.83,1.69,1.0774
N=1024,bf16,0.0047,0.0027,0.0029,1.77,1.64,1.0808
N=1024,fp32,0.0069,0.0028,0.0032,2.51,2.18,1.1496
N=2048,fp16,0.0070,0.0029,0.0039,2.46,1.83,1.3424
N=2048,bf16,0.0070,0.0029,0.0038,2.44,1.85,1.3178
N=2048,fp32,0.0102,0.0036,0.0039,2.85,2.63,1.0850
N=3072,fp16,0.0088,0.0030,0.0048,2.97,1.85,1.6081
N=3072,bf16,0.0090,0.0031,0.0048,2.88,1.86,1.5455
N=3072,fp32,0.0154,0.0050,0.0055,3.06,2.78,1.1025
N=4096,fp16,0.0101,0.0035,0.0061,2.91,1.66,1.7585
N=4096,bf16,0.0105,0.0036,0.0061,2.87,1.71,1.6749
N=4096,fp32,0.0197,0.0076,0.0081,2.59,2.42,1.0702
N=5120,fp16,0.0132,0.0043,0.0077,3.05,1.72,1.7744
N=5120,bf16,0.0133,0.0048,0.0077,2.77,1.72,1.6137
N=5120,fp32,0.0253,0.0100,0.0107,2.53,2.37,1.0677
N=6144,fp16,0.0156,0.0056,0.0096,2.79,1.63,1.7162
N=6144,bf16,0.0156,0.0053,0.0095,2.96,1.64,1.8043
N=6144,fp32,0.0296,0.0121,0.0128,2.45,2.32,1.0585
N=7168,fp16,0.0180,0.0063,0.0116,2.86,1.55,1.8480
N=7168,bf16,0.0182,0.0064,0.0119,2.84,1.54,1.8497
N=7168,fp32,0.0346,0.0142,0.0145,2.44,2.39,1.0228
N=8192,fp16,0.0147,0.0079,0.0165,1.85,0.89,2.0833
N=8192,bf16,0.0147,0.0077,0.0164,1.90,0.90,2.1143
N=8192,fp32,0.0232,0.0157,0.0160,1.48,1.45,1.0208
N=9216,fp16,0.0168,0.0089,0.0198,1.88,0.85,2.2197
N=9216,bf16,0.0168,0.0089,0.0197,1.88,0.85,2.2066
N=9216,fp32,0.0258,0.0173,0.0179,1.49,1.45,1.0329
N=10240,fp16,0.0179,0.0103,0.0222,1.73,0.81,2.1446
N=10240,bf16,0.0180,0.0104,0.0219,1.73,0.82,2.1088
N=10240,fp32,0.0272,0.0190,0.0196,1.43,1.38,1.0322
N=11264,fp16,0.0187,0.0115,0.0298,1.62,0.63,2.5864
N=11264,bf16,0.0188,0.0115,0.0240,1.64,0.78,2.0856
N=11264,fp32,0.0298,0.0207,0.0216,1.44,1.38,1.0405
N=12288,fp16,0.0193,0.0124,0.0323,1.56,0.60,2.6072
N=12288,bf16,0.0194,0.0124,0.0258,1.57,0.75,2.0879
N=12288,fp32,0.0312,0.0222,0.0231,1.41,1.35,1.0402
N=13312,fp16,0.0213,0.0133,0.0349,1.60,0.61,2.6261
N=13312,bf16,0.0213,0.0133,0.0279,1.60,0.76,2.0985
N=13312,fp32,0.0336,0.0239,0.0247,1.41,1.36,1.0345
N=14336,fp16,0.0221,0.0141,0.0373,1.57,0.59,2.6442
N=14336,bf16,0.0222,0.0142,0.0296,1.56,0.75,2.0863
N=14336,fp32,0.0350,0.0255,0.0262,1.37,1.34,1.0271
N=15360,fp16,0.0229,0.0148,0.0479,1.55,0.48,3.2472
N=15360,bf16,0.0229,0.0148,0.0156,1.55,1.47,1.0541
N=15360,fp32,0.0375,0.0303,0.0304,1.24,1.23,1.0050
N=16384,fp16,0.0235,0.0156,0.0505,1.51,0.46,3.2433
N=16384,bf16,0.0235,0.0156,0.0192,1.51,1.22,1.2322
N=16384,fp32,0.0386,0.0340,0.0342,1.14,1.13,1.0068
N=17408,fp16,0.0253,0.0167,0.0536,1.52,0.47,3.2159
N=17408,bf16,0.0254,0.0166,0.0174,1.53,1.46,1.0510
N=17408,fp32,0.0406,0.0320,0.0323,1.27,1.26,1.0088
N=18432,fp16,0.0262,0.0174,0.0563,1.51,0.47,3.2438
N=18432,bf16,0.0262,0.0202,0.0215,1.30,1.22,1.0656
N=18432,fp32,0.0416,0.0325,0.0327,1.28,1.27,1.0067
N=19456,fp16,0.0269,0.0183,0.0592,1.47,0.45,3.2421
N=19456,bf16,0.0269,0.0213,0.0196,1.26,1.38,0.9194
N=19456,fp32,0.0434,0.0340,0.0342,1.28,1.27,1.0071
N=20480,fp16,0.0275,0.0192,0.0618,1.43,0.44,3.2259
N=20480,bf16,0.0276,0.0220,0.0236,1.25,1.17,1.0739
N=20480,fp32,0.0445,0.0358,0.0362,1.24,1.23,1.0107
