params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
"N=4096, k=16",fp32,0.0224,0.0054,0.0107,4.15,2.10,1.9739,0.0147,1.53
"N=4096, k=64",fp32,0.0280,0.0068,0.0110,4.10,2.54,1.6125,0.0181,1.55
"N=4096, k=256",fp32,0.0418,0.0091,0.0110,4.57,3.81,1.1996,0.0194,2.15
"N=4096, k=1024",fp32,0.0368,0.0262,0.0185,1.41,1.99,0.7061,0.1071,0.34
"N=16384, k=16",fp32,0.0654,0.0057,0.0109,11.49,6.01,1.9117,0.0203,3.22
"N=16384, k=64",fp32,0.0769,0.0068,0.0109,11.23,7.06,1.5895,0.0177,4.36
"N=16384, k=256",fp32,0.0799,0.0140,0.0163,5.69,4.89,1.1643,0.0267,2.99
"N=16384, k=1024",fp32,0.0928,0.0529,0.0366,1.75,2.53,0.6921,0.2855,0.33
"N=65536, k=16",fp32,0.0540,0.0059,0.0112,9.18,4.83,1.9023,0.0174,3.11
"N=65536, k=64",fp32,0.0555,0.0120,0.0166,4.62,3.34,1.3836,0.0265,2.09
"N=65536, k=256",fp32,0.0666,0.0307,0.0228,2.17,2.93,0.7421,0.0348,1.92
"N=65536, k=1024",fp32,0.0677,0.0789,0.0556,0.86,1.22,0.7054,0.3869,0.17
"N=262144, k=16",fp32,0.0830,0.0084,0.0168,9.92,4.96,2.0008,0.0302,2.75
"N=262144, k=64",fp32,0.0773,0.0123,0.0169,6.28,4.56,1.3780,0.0268,2.88
"N=262144, k=256",fp32,0.0926,0.0402,0.0286,2.30,3.24,0.7100,0.0451,2.05
"N=262144, k=1024",fp32,0.0914,0.1062,0.0748,0.86,1.22,0.7038,0.4961,0.18
"N=1048576, k=16",fp32,0.1564,0.0188,0.0279,8.32,5.60,1.4861,0.0458,3.41
"N=1048576, k=64",fp32,0.1584,0.0288,0.0351,5.50,4.51,1.2195,0.0553,2.87
"N=1048576, k=256",fp32,0.1733,0.0613,0.0479,2.83,3.62,0.7809,0.0733,2.37
"N=1048576, k=1024",fp32,0.1772,0.1719,0.1087,1.03,1.63,0.6322,0.7736,0.23
